Io X	Io Y
3.554713189976072E11	3.230492721964512E11
3.067757944581572E11	3.6857194257978076E11
2.533160756995832E11	4.0838101588525256E11
1.9594363824552676E11	4.419011741604427E11
1.3559219562497241E11	4.687352858580242E11
7.322975552674538E10	4.8867389587464734E11
9.812272311737165E9	5.0168935352038354E11
-5.375593073845909E10	5.079172044295267E11
-1.1665175222768727E11	5.076290055119332E11
-1.781519011319561E11	5.0120107160097455E11
-2.3764129962319797E11	4.890831084082798E11
-2.946132345542215E11	4.717696210355862E11
-3.486636004419813E11	4.497758060172742E11
-3.994814462611314E11	4.2361860106164996E11
-4.468376380665311E11	3.93802788259231E11
-4.905729763758129E11	3.6081155587505817E11
-5.305866784550061E11	3.2510068517493964E11
-5.668257936531115E11	2.870955015962393E11
-5.992758530224119E11	2.471898304553645E11
-6.279528546981215E11	2.057463415208391E11
-6.528965493401458E11	1.630978068577476E11
-6.741649153826324E11	1.195489143161785E11
-6.918296847247856E11	7.537838240088687E10
-7.059727661858499E11	3.0841201042163006E10
-7.166834193595912E11	-1.382912202699305E10
-7.240560480088181E11	-5.8418386822657135E10
-7.281885000468514E11	-1.027296440253462E11
-7.291807764351985E11	-1.4658127918173245E11
-7.271340687087009E11	-1.898052506488698E11
-7.221500637416665E11	-2.322454834264036E11
-7.143304654134553E11	-2.7375641215859808E11
-7.037766895086989E11	-3.1420166267710803E11
-6.905896963648217E11	-3.534528624532186E11
-6.748699371666682E11	-3.913885704267548E11
-6.567173951854888E11	-4.2789331433318774E11
-6.362317059446445E11	-4.628567242948074E11
-6.135123442347424E11	-4.9617275291841925E11
-5.886588695822587E11	-5.277389734730016E11
-5.617712247785853E11	-5.57455948921602E11
-5.329500845234652E11	-5.852266656259946E11
-5.0229725303022107E11	-6.109560259487776E11
-4.6991610999334174E11	-6.345503946237142E11
-4.359121054626121E11	-6.559171954486726E11
-4.003933058933837E11	-6.749645570417123E11
-3.6347099662691125E11	-6.916010084202589E11
-3.252603475659337E11	-7.05735224720826E11
-2.858811490950197E11	-7.172758242031938E11
-2.454586270635142E11	-7.261312199764486E11
-2.0412434832035413E11	-7.322095327278933E11
-1.6201723136792575E11	-7.354185741290686E11
-1.192846796068903E11	-7.356659153265181E11
-7.608385753600063E10	-7.328590620190143E11
-3.258313314771675E10	-7.26905767125821E11
1.1036288204349E10	-7.177145218563046E11
5.4578516202409996E10	-7.051952771303167E11
9.783089907394072E10	-6.892604663325146E11
1.405617109307797E11	-6.698264224094569E11
1.8251760822708984E11	-6.468153019744194E11
2.2342088140867477E11	-6.20157649486756E11
2.629665578057202E11	-5.897957594772062E11
3.0081945301652576E11	-5.556880233654666E11
3.3661132669672546E11	-5.1781447621572516E11
3.699383832345697E11	-4.7618378381929376E11
4.0035947718673364E11	-4.308419229538413E11
4.2739554397040814E11	-3.8188279126704675E11
4.50530979127587E11	-3.2946090560785254E11
4.692179417127415E11	-2.7380617190384482E11
4.8288482926113336E11	-2.1524040196836108E11
4.9095038440029175E11	-1.5419473829272757E11
4.928449379305324E11	-9.12263824449074E10
4.880399926137654E11	-2.7032017187616985E10
4.7608649200367474E11	3.7545783283158005E10
4.5666045371256055E11	1.0152371387330713E11
4.2961215497796796E11	1.637991103023096E11
3.950121572112664E11	2.2319079025428677E11
3.531851089257147E11	2.7849931752449457E11
3.0472186816565814E11	3.2858171175989465E11
2.504632060300041E11	3.7243047121650665E11
1.9145415742543658E11	4.092436046556547E11
1.288752184009721E11	4.3847311652625775E11
6.396226984671049E10	4.5984429911004456E11
-2.0710511722706847E9	4.733453104580141E11
-6.809723085474693E10	4.7919300676119037E11
-1.3311877410572769E11	4.777846219345874E11
-1.962912573990151E11	4.696451205098842E11
-2.569285980314204E11	4.5537786688431006E11
-3.1449545106149896E11	4.35623152458986E11
-3.685917820773035E11	4.110262873019407E11
-4.189338130909533E11	3.8221499666112103E11
-4.6533432097604193E11	3.4978480048434344E11
-5.0768412008918225E11	3.142906603594508E11
-5.4593567392826764E11	2.762432176750343E11
-5.80089172586464E11	2.3610819137985278E11
-6.101810534713104E11	1.94307813218873E11
-6.362747501002744E11	1.5122347978070645E11
-6.584533662151975E11	1.0719904462316916E11
-6.768139576699261E11	6.254436133210281E10
-6.914631266346066E11	1.753882856926621E10
-7.025136694521417E11	-2.7565212836112617E10
-7.100820605565594E11	-7.253931364342152E10
-7.14286594656024E11	-1.1717601938943193E11
-7.152460439619719E11	-1.6128625259066766E11
-7.130787148919448E11	-2.0469696662370502E11
-7.079018141754292E11	-2.4724905598139444E11
-6.998310554246505E11	-2.8879550146531366E11
-6.889804520198909E11	-3.2919972745410596E11
-6.754622563415376E11	-3.683341488299183E11
-6.593870144206915E11	-4.060788850188231E11
-6.40863711799727E11	-4.4232062078303156E11
-6.199999929411229E11	-4.769515957726324E11
-5.969024416478181E11	-5.09868706887278E11
-5.716769138767473E11	-5.4097270958912195E11
-5.444289175112777E11	-5.701675064453517E11
