Charon X	Charon Y
5.874222451866366E12	-1.8157138092937896E12
5.881528470042173E12	-1.8021843340239963E12
5.888771739830958E12	-1.7886380306637874E12
5.895960530516522E12	-1.7750606382583926E12
5.903112038297613E12	-1.761426378181851E12
5.910279762850424E12	-1.7476803619390242E12
5.917567005960113E12	-1.7338047695833743E12
5.924858876738475E12	-1.719996588019513E12
5.932042939314157E12	-1.7062822873888992E12
5.939128247889995E12	-1.692611751852015E12
5.946130086814347E12	-1.6789584831429565E12
5.9530585234061455E12	-1.665307815555275E12
5.959920634338346E12	-1.6516491471321125E12
5.966722802618238E12	-1.6379717649015125E12
5.973473974065161E12	-1.6242603502321423E12
5.980194943545748E12	-1.610485497433145E12
5.986951862567381E12	-1.5965873100004473E12
5.993828875354581E12	-1.5825890575215544E12
6.000674270028954E12	-1.5686832517882256E12
6.007411798619431E12	-1.5548607263335215E12
6.014054957885266E12	-1.5410764817348958E12
6.020617704836639E12	-1.5273075632961326E12
6.027109168716223E12	-1.5135408140035747E12
6.033535886823339E12	-1.499766372540669E12
6.03990390276722E12	-1.4859739943295828E12
6.04622185539694E12	-1.4721488307533547E12
6.052509884201941E12	-1.4582623513647498E12
6.058831716573398E12	-1.4442563344582446E12
6.065272483855382E12	-1.430149014131474E12
6.071686966108182E12	-1.4161310803476245E12
6.077995233516853E12	-1.4021981810485085E12
6.08420975896863E12	-1.3883054732138208E12
6.090344379332235E12	-1.374429924846275E12
6.096408156600604E12	-1.3605585080624036E12
6.102407472134819E12	-1.3466817400394583E12
6.108347947754682E12	-1.3327902119924053E12
6.114236953886947E12	-1.3188710162621904E12
6.12009011505026E12	-1.3049006075531306E12
6.125955157569047E12	-1.2908290580929414E12
6.131931688554408E12	-1.2766302199388074E12
6.137928706320966E12	-1.2624856506173833E12
6.14382492144918E12	-1.2484390865737273E12
6.149624458499928E12	-1.2344422094581023E12
6.155342062442679E12	-1.2204681423627703E12
6.160987621330993E12	-1.206502457497108E12
6.166567830266404E12	-1.1925355010717834E12
6.172088041176444E12	-1.1785586986387012E12
6.1775541588104375E12	-1.164561625139558E12
6.18297646208496E12	-1.1505272668177417E12
