Jupiter X	Jupiter Y
5.815825100498E11	4.624194197214641E11
5.505041133190714E11	5.00439191854469E11
5.171318147720917E11	5.3637444651087915E11
4.816133712821669E11	5.700857508010736E11
4.4410641737196765E11	6.014440694607845E11
4.0477489672188763E11	6.303336647783469E11
3.63790503530595E11	6.56650263332509E11
3.2132905857257336E11	6.803036185821362E11
2.7757207512358716E11	7.012155141789991E11
2.3270302548774512E11	7.1932194548977E11
1.8690899581718756E11	7.345710335935792E11
1.4037688499844852E11	7.469249113128473E11
9.329522515737233E10	7.56357619468103E11
4.58503958282778E10	7.628567163509037E11
-1.7713469232599068E9	7.664211670882378E11
-4.938761820443146E10	7.670626778292336E11
-9.68176700916173E10	7.648036046040391E11
-1.4388610298856506E11	7.596780413751003E11
-1.904204322261209E11	7.517298062776185E11
-2.3625474875459778E11	7.410133183478007E11
-2.8122709018168097E11	7.275916972982267E11
-3.251830467390639E11	7.115374531297389E11
-3.6797294752483203E11	6.929307318657673E11
-4.094554158458914E11	6.718598342824734E11
-4.494943900589537E11	6.484196391182844E11
-4.8796262891854486E11	6.227119589311707E11
-5.247385929569601E11	5.948441566504456E11
-5.597099119422733E11	5.649293522184497E11
-5.927701485608464E11	5.3308525206854315E11
-6.238222333704006E11	4.9943420743895874E11
-6.52775135608386E11	4.641022690092201E11
-6.795472690895544E11	4.272190944310372E11
-7.040630983934562E11	3.889172353714432E11
-7.262565210178569E11	3.493318955501911E11
-7.46067427852367E11	3.0860045379157263E11
-7.634450608553257E11	2.6686206361181232E11
-7.783445521957306E11	2.2425741264496436E11
-7.90730257471825E11	1.8092815798034912E11
-8.00572295011516E11	1.3701692280801097E11
-8.078498459502325E11	9.266656151621281E10
-8.125477098728004E11	4.802038875865228E10
-8.146595686176171E11	3.221268726975592E9
-8.141845798837711E11	-4.1587924145668045E10
-8.111306013066598E11	-8.626539731424266E10
-8.055108437499196E11	-1.306697548430954E11
-7.97347043780406E11	-1.7466128800934534E11
-7.866661908110763E11	-2.1810108889641895E11
-7.73503622867945E11	-2.6085254985582248E11
-7.578998142768861E11	-3.0278027250976196E11
-7.399033648760432E11	-3.4375175138022144E11
-7.19567880906929E11	-3.836360455311556E11
-6.96954899456332E11	-4.223056325314856E11
-6.721309457101504E11	-4.596349045653072E11
-6.451703701143284E11	-4.9550230169405725E11
-6.161524582288289E11	-5.297887096169898E11
-5.851640062491965E11	-5.623797798736179E11
-5.522965098070782E11	-5.931640121711222E11
-5.1764871744676624E11	-6.220351413647678E11
-4.81324172230371E11	-6.48890153662468E11
-4.4343356227263654E11	-6.736321476599537E11
-4.0409207902484973E11	-6.96168274495372E11
-3.634213899210579E11	-7.164124404925898E11
-3.2154749894405646E11	-7.342828184447438E11
-2.786028933606576E11	-7.497050760485592E11
-2.3472420400460245E11	-7.626102615607424E11
-1.9005350083468387E11	-7.729378343923292E11
-1.4473649886233502E11	-7.806327418585099E11
-9.892434906649374E10	-7.856490477746119E11
-5.277142499354435E10	-7.879477097495552E11
-6.435992581505491E9	-7.874995858836256E11
3.992088824988988E10	-7.842823451298243E11
8.613443214115167E10	-7.782847628168252E11
1.3203849033686687E11	-7.695037891403525E11
1.7746474261479224E11	-7.579473453735056E11
2.2224343975065808E11	-7.436320882938534E11
2.662043530678719E11	-7.265872982792385E11
3.091776885133729E11	-7.068506889422009E11
3.5099354492091296E11	-6.844729176024751E11
3.9148425571175964E11	-6.595145223508911E11
