Triton X	Triton Y
3.3003302222429336E12	2.996419961132045E12
3.2866421247355728E12	3.0107707317293154E12
3.273642824853065E12	3.025444304020859E12
3.2601564696014014E12	3.040065658166547E12
3.246671253132819E12	3.0544612729933076E12
3.233121766972792E12	3.068590325079318E12
3.21918498288568E12	3.0829266348081733E12
3.2056096203873203E12	3.096967129496898E12
3.1918566498960503E12	3.1111317983347085E12
3.177991990159875E12	3.125470092731145E12
3.1641969705329385E12	3.1392830319379326E12
3.1502112185517954E12	3.1532689313717637E12
3.1364321677349526E12	3.167507707309905E12
3.122389897756257E12	3.1813584489154336E12
3.1079956858166465E12	3.1949322036189243E12
3.0940758924947944E12	3.2088874843745117E12
3.079872848820772E12	3.222375049332677E12
3.0653290013786973E12	3.236027209099791E12
3.051106048841051E12	3.249685109630734E12
3.0366803541615664E12	3.2631512922179326E12
3.0223049855134346E12	3.2765416509980146E12
2.958134384093082E12	3.0989611128560547E12
2.8809626988526514E12	2.871253771389906E12
2.8037186122868823E12	2.6434745703892417E12
2.7263933004807134E12	2.415618967312843E12
2.6489773722671157E12	2.1876832364554714E12
2.571461146530555E12	1.9596648320874238E12
2.4938351279974146E12	1.7315629170258108E12
2.4160906723242603E12	1.503378925156987E12
2.3382207974934497E12	1.275117039591002E12
2.260221031948629E12	1.0467844406002074E12
2.1820901272417197E12	8.183911862152063E11
2.1038304447540364E12	5.899496596366804E11
2.0254478833586816E12	3.614736413329394E11
1.9469513394181135E12	1.3297718780323497E11
1.8683518273335193E12	-9.55264419867889E10
1.7896614705402314E12	-3.2402560778124896E11
1.710892567840385E12	-5.525107561682001E11
1.6320568692734292E12	-7.809745470677988E11
1.5531651071686753E12	-1.0094117230168052E12
1.4742267601489255E12	-1.2378188277873853E12
1.3952499940406924E12	-1.4661938665685212E12
1.316241717934188E12	-1.6945359707269668E12
1.2372077034745608E12	-1.9228451015670676E12
1.1581527302719229E12	-2.1511218063798528E12
1.0790807340845869E12	-2.379367027224402E12
9.999949448923461E11	-2.60758195647394E12
9.208980089743097E11	-2.835767930877399E12
8.417920933391963E11	-3.063926355863821E12
7.626789731636844E11	-3.292058652821701E12
6.83560103984668E11	-3.520166223413708E12
6.044366807703451E11	-3.7482504262844624E12
5.2530968598863055E11	-3.9763125626398984E12
4.4617992860288513E11	-4.204353868081822E12
3.670480756670075E11	-4.432375508783098E12
2.879146779242429E11	-4.660378580618871E12
2.0878019056693756E11	-4.8883641102624375E12
1.2964499009849068E11	-5.116333057542479E12
5.0509388057275E10	-5.344286318567275E12
-2.8626357786786068E10	-5.572224729272005E12
-1.0776203427394275E11	-5.800149069153299E12
-1.8689746534321872E11	-6.028060065031865E12
-2.660325058545424E11	-6.255958394738582E12
-3.451670364934258E11	-6.48384469065753E12
-4.243009595566406E11	-6.711719543086714E12
-5.0343419545699835E11	-6.939583503395159E12
-5.825666798167847E11	-7.167437086968202E12
-6.616983610443923E11	-7.395280775941061E12
-7.408291983087357E11	-7.623115021726134E12
-8.199591598420875E11	-7.850940247343527E12
-8.990882215148011E11	-8.078756849565451E12
-9.78216365635853E11	-8.306565200887057E12
-1.0573435799412545E12	-8.534365651335726E12
-1.136469856739336E12	-8.762158530131506E12
-1.2155951921872603E12	-8.989944147210375E12
-1.2947195856776182E12	-9.21772279462177E12
-1.373843039317595E12	-9.445494747810969E12
-1.4529655574861257E12	-9.673260266796229E12
-1.532087146456883E12	-9.901019597249814E12
-1.6112078140770183E12	-1.0128772971491326E13
-1.690327569493175E12	-1.0356520609401023E13
-1.7694464229176245E12	-1.0584262719260121E13
-1.8485643854285676E12	-1.0811999498524656E13
-1.9276814687995498E12	-1.1039731134538494E13
-2.0067976853537546E12	-1.1267457805191123E13
-2.0859130478395376E12	-1.1495179679524498E13
-2.165027569324178E12	-1.172289691829396E13
-2.2441412631032114E12	-1.195060967448682E13
-2.3232541426231816E12	-1.217831809380224E13
-2.4023662214158623E12	-1.2406022315095627E13
-2.4814775130424146E12	-1.263372247079088E13
-2.5605880310460435E12	-1.2861418687262684E13
-2.639697788911947E12	-1.3089111085191574E13
-2.7188068000336904E12	-1.3316799779894088E13
-2.797915077684931E12	-1.3544484881629652E13
-2.8770226349958604E12	-1.3772166495886625E13
-2.9561294849337603E12	-1.399984472364855E13
-3.0352356402870215E12	-1.422751966164268E13
-3.1143411136521543E12	-1.4455191402571707E13
-3.193445917423447E12	-1.4682860035330572E13
-3.272550063784806E12	-1.491052564520871E13
-3.351653564703603E12	-1.5138188314079652E13
-3.430756431926134E12	-1.5365848120578346E13
-3.5098586769744814E12	-1.5593505140267184E13
-3.5889603111446597E12	-1.5821159445792094E13
-3.668061345505774E12	-1.6048811107028535E13
-3.747161790900079E12	-1.6276460191218875E13
-3.8262616579437593E12	-1.6504106763101486E13
-3.90536095702843E12	-1.6731750885031926E13
-3.984459698323116E12	-1.6959392617097137E13
-4.0635578917767104E12	-1.7187032017223035E13
-4.142655547120818E12	-1.7414669141275586E13
-4.2217526738729224E12	-1.7642304043156484E13
-4.3008492813397686E12	-1.7869936774893188E13
-4.3799453786209946E12	-1.80975673867238E13
-4.459040974612912E12	-1.832519592717749E13
-4.538136078012435E12	-1.855282244315056E13
-4.617230697321037E12	-1.8780446979977875E13
-4.69632484084887E12	-1.900806958150106E13
-4.775418516718818E12	-1.923569029013274E13
-4.854511732870708E12	-1.9463309146917332E13
-4.933604497065392E12	-1.969092619158894E13
-5.012696816888899E12	-1.9918541462625887E13
-5.09178869975653E12	-2.0146154997303043E13
-5.170880152916925E12	-2.0373766831740676E13
-5.24997118345611E12	-2.060137700095147E13
-5.329061798301425E12	-2.0828985538885133E13
-5.408152004225449E12	-2.105659247847044E13
-5.4872418078498955E12	-2.1284197851655824E13
-5.566331215649352E12	-2.1511801689447152E13
-5.645420233954982E12	-2.173940402194483E13
-5.724508868958141E12	-2.1967004878377707E13
-5.803597126714028E12	-2.219460428713709E13
-5.88268501314507E12	-2.2422202275807312E13
-5.961772534044376E12	-2.2649798871196605E13
-6.040859695078991E12	-2.2877394099365375E13
-6.119946501793205E12	-2.3104987985653594E13
-6.199032959611703E12	-2.33325805547071E13
-6.278119073842613E12	-2.35601718305027E13
-6.357204849680534E12	-2.378776183637148E13
-6.436290292209458E12	-2.4015350595022414E13
-6.515375406405615E12	-2.4242938128563562E13
-6.594460197140198E12	-2.4470524458523246E13
-6.673544669182173E12	-2.469810960587001E13
-6.752628827200793E12	-2.4925693591031906E13
-6.831712675768203E12	-2.5153276433914324E13
-6.910796219361903E12	-2.538085815391829E13
-6.989879462367192E12	-2.5608438769956664E13
-7.068962409079465E12	-2.583601830047068E13
-7.148045063706543E12	-2.6063596763445297E13
-7.227127430370841E12	-2.6291174176424055E13
-7.3062095131115625E12	-2.6518750556523277E13
-7.385291315886785E12	-2.674632592044598E13
-7.464372842575503E12	-2.697390028449473E13
-7.543454096979541E12	-2.7201473664584582E13
-7.622535082825573E12	-2.742904607625508E13
-7.7016158037669E12	-2.7656617534681812E13
-7.780696263385373E12	-2.7884188054687652E13
-7.859776465193024E12	-2.8111757650753953E13
-7.938856412633868E12	-2.8339326337030496E13
-8.017936109085533E12	-2.8566894127345617E13
-8.097015557860898E12	-2.879446103521584E13
-8.176094762209675E12	-2.9022027073855184E13
-8.255173725319846E12	-2.924959225618415E13
-8.334252450319307E12	-2.947715659483795E13
-8.413330940277176E12	-2.9704720102175402E13
-8.492409198205237E12	-2.9932282790286555E13
-8.571487227059341E12	-3.015984467100028E13
-8.650565029740704E12	-3.038740575589212E13
-8.729642609097137E12	-3.061496605629101E13
-8.808719967924414E12	-3.0842525583286527E13
-8.887797108967387E12	-3.107008434773545E13
-8.966874034921293E12	-3.129764236026813E13
-9.045950748432727E12	-3.1525199631294914E13
-9.125027252100928E12	-3.175275617101198E13
-9.204103548478768E12	-3.198031198940718E13
-9.28317964007392E12	-3.2207867096265902E13
-9.362255529349805E12	-3.2435421501176094E13
-9.441331218726484E12	-3.266297521353372E13
-9.520406710581947E12	-3.2890528242547973E13
-9.599482007252773E12	-3.311808059724604E13
-9.678557111035205E12	-3.3345632286477797E13
-9.757632024185979E12	-3.357318331892061E13
-9.836706748923213E12	-3.3800733703083297E13
-9.915781287427336E12	-3.4028283447311117E13
-9.994855641841867E12	-3.425583255978953E13
-1.0073929814274072E13	-3.4483381048548363E13
-1.0153003806796033E13	-3.4710928921465652E13
-1.023207762144528E13	-3.4938476186271402E13
-1.0311151260225408E13	-3.516602285055134E13
-1.0390224725107086E13	-3.539356892175053E13
-1.0469298018028496E13	-3.562111440717664E13
-1.0548371140896143E13	-3.5848659314003555E13
-1.0627444095585582E13	-3.607620364927426E13
-1.0706516883941977E13	-3.6303747419904375E13
-1.0785589507780766E13	-3.653129063268497E13
-1.0864661968888365E13	-3.675883329428555E13
-1.0943734269022594E13	-3.69863754112571E13
-1.1022806409913422E13	-3.721391699003452E13
-1.1101878393263527E13	-3.744145803693969E13
-1.118095022074874E13	-3.766899855818418E13
-1.1260021894018795E13	-3.789653855987119E13
-1.1339093414697668E13	-3.812407804799859E13
-1.1418164784384238E13	-3.835161702846146E13
-1.1497236004652627E13	-3.857915550705385E13
-1.1576307077052885E13	-3.880669348947152E13
-1.1655378003111402E13	-3.9034230981313875E13
-1.1734448784331332E13	-3.926176798808623E13
-1.1813519422193111E13	-3.948930451520201E13
-1.189258991815488E13	-3.971684056798461E13
-1.1971660273652918E13	-3.9944376151669586E13
-1.2050730490102104E13	-4.01719112714061E13
-1.2129800568896273E13	-4.039944593225954E13
-1.2208870511408693E13	-4.062698013921295E13
-1.2287940318992428E13	-4.085451389716814E13
-1.2367009992980643E13	-4.108204721094878E13
-1.2446079534687217E13	-4.1309580085301125E13
-1.2525148945406885E13	-4.1537112524895766E13
-1.2604218226415676E13	-4.176464453432936E13
-1.2683287378971234E13	-4.199217611812635E13
-1.2762356404313254E13	-4.221970728074015E13
-1.2841425303663758E13	-4.244723802655471E13
-1.292049407822746E13	-4.267476835988614E13
-1.2999562729191986E13	-4.2902298284983734E13
-1.307863125772832E13	-4.312982780603178E13
-1.3157699664991068E13	-4.335735692715049E13
-1.3236767952118658E13	-4.358488565239762E13
-1.3315836120233732E13	-4.38124139857694E13
-1.3394904170443514E13	-4.403994193120205E13
-1.3473972103839908E13	-4.4267469492572766E13
-1.3553039921499953E13	-4.449499667370116E13
-1.3632107624485852E13	-4.472252347835013E13
-1.3711175213845564E13	-4.495004991022711E13
-1.3790242690612727E13	-4.517757597298488E13
-1.3869310055807105E13	-4.540510167022324E13
-1.3948377310434887E13	-4.5632627005489586E13
-1.4027444455488736E13	-4.5860151982279484E13
-1.4106511491948193E13	-4.608767660403877E13
-1.4185578420779736E13	-4.631520087416366E13
-1.4264645242937209E13	-4.654272479600206E13
-1.4343711959361834E13	-4.677024837285435E13
-1.4422778570982635E13	-4.699777160797383E13
-1.4501845078716492E13	-4.722529450456874E13
-1.4580911483468441E13	-4.745281706580193E13
-1.4659977786131783E13	-4.768033929479241E13
-1.4739043987588396E13	-4.790786119461563E13
-1.4818110088708805E13	-4.813538276830516E13
-1.4897176090352516E13	-4.836290401885233E13
-1.4976241993368064E13	-4.859042494920778E13
-1.5055307798593238E13	-4.881794556228194E13
-1.5134373506855371E13	-4.904546586094608E13
-1.5213439118971328E13	-4.927298584803193E13
-1.5292504635747844E13	-4.9500505526333945E13
-1.5371570057981574E13	-4.972802489860867E13
-1.5450635386459305E13	-4.995554396757646E13
-1.5529700621958115E13	-5.018306273592118E13
-1.5608765765245527E13	-5.0410581206291445E13
-1.5687830817079719E13	-5.063809938130112E13
-1.576689577820954E13	-5.086561726352969E13
-1.5845960649374791E13	-5.109313485552309E13
-1.592502543130628E13	-5.13206521597944E13
-1.6004090124726064E13	-5.154816917882394E13
-1.608315473034749E13	-5.177568591506051E13
-1.6162219248875395E13	-5.200320237092087E13
-1.62412836810062E13	-5.223071854879153E13
-1.632034802742805E13	-5.245823445102865E13
-1.6399412288820965E13	-5.268575007995849E13
-1.647847646585695E13	-5.29132654378781E13
-1.6557540559200174E13	-5.314078052705546E13
-1.663660456950698E13	-5.336829534973039E13
-1.6715668497426102E13	-5.3595809908115086E13
-1.6794732343598709E13	-5.382332420439398E13
-1.6873796108658598E13	-5.40508382407246E13
-1.6952859793232229E13	-5.427835201923814E13
-1.7031923397938934E13	-5.450586554203975E13
-1.7110986923390908E13	-5.473337881120868E13
-1.7190050370193424E13	-5.4960891828799016E13
-1.7269113738944795E13	-5.5188404596840234E13
-1.7348177030236656E13	-5.541591711733713E13
-1.7427240244653951E13	-5.564342939227055E13
-1.750630338277507E13	-5.587094142359766E13
-1.7585366445171938E13	-5.609845321325239E13
-1.766442943241009E13	-5.6325964763145695E13
-1.7743492345048855E13	-5.6553476075165984E13
-1.7822555183641137E13	-5.678098715117965E13
-1.790161794873401E13	-5.700849799303068E13
-1.7980680640868434E13	-5.723600860254207E13
-1.805974326057945E13	-5.7463518981515555E13
-1.813880580839632E13	-5.76910291317319E13
-1.8217868284842473E13	-5.791853905495123E13
-1.8296930690435766E13	-5.814604875291377E13
-1.8375993025688227E13	-5.837355822733965E13
-1.845505529110679E13	-5.860106747992919E13
-1.8534117487192633E13	-5.8828576512363625E13
-1.8613179614441664E13	-5.905608532630532E13
-1.8692241673344574E13	-5.928359392339755E13
-1.8771303664386793E13	-5.951110230526539E13
-1.8850365588048613E13	-5.973861047351547E13
-1.8929427444805316E13	-5.99661184297368E13
-1.9008489235127055E13	-6.019362617550046E13
-1.90875509594794E13	-6.0421133712360484E13
-1.9166612618322676E13	-6.064864104185348E13
-1.9245674212112676E13	-6.0876148165499234E13
-1.9324735741300387E13	-6.110365508480077E13
-1.9403797206332176E13	-6.1331161801245195E13
-1.9482858607649766E13	-6.155866831630307E13
-1.9561919945690406E13	-6.1786174631429086E13
-1.964098122088693E13	-6.201368074806229E13
-1.9720042433667555E13	-6.224118666762623E13
-1.979910358445638E13	-6.246869239152903E13
-1.987816467367312E13	-6.269619792116421E13
-1.995722570173327E13	-6.292370325791015E13
-2.0036286669048227E13	-6.3151208403130805E13
-2.0115347576025074E13	-6.3378713358175375E13
-2.0194408423066984E13	-6.360621812437919E13
-2.027346921057313E13	-6.383372270306354E13
-2.0352529938938656E13	-6.406122709553579E13
-2.0431590608554977E13	-6.428873130308974E13
-2.0510651219809227E13	-6.451623532700585E13
-2.0589711773085137E13	-6.474373916855115E13
-2.06687722687626E13	-6.497124282897975E13
-2.0747832707217758E13	-6.519874630953275E13
-2.082689308882312E13	-6.542624961143889E13
-2.090595341394749E13	-6.565375273591397E13
-2.09850136829562E13	-6.588125568416146E13
-2.1064073896211066E13	-6.610875845737292E13
-2.1143134054070434E13	-6.6336261056727695E13
-2.1222194156889145E13	-6.656376348339303E13
-2.1301254205018703E13	-6.679126573852499E13
-2.138031419880727E13	-6.70187678232676E13
-2.14593741385997E13	-6.724626973875368E13
-2.153843402473755E13	-6.747377148610483E13
-2.1617493857559246E13	-6.770127306643142E13
-2.169655363739996E13	-6.792877448083308E13
-2.177561336459171E13	-6.815627573039831E13
-2.18546730394635E13	-6.838377681620525E13
-2.193373266234117E13	-6.861127773932124E13
-2.201279223354762E13	-6.8838778500803445E13
-2.209185175340274E13	-6.906627910169861E13
-2.2170911222223645E13	-6.929377954304342E13
-2.2249970640323844E13	-6.9521279825864625E13
-2.2329030008014746E13	-6.9748779951178945E13
-2.240808932560464E13	-6.997627991999343E13
-2.248714859339894E13	-7.02037797333056E13
-2.2566207811700402E13	-7.04312793921033E13
-2.264526698080893E13	-7.065877889736511E13
-2.2724326101021758E13	-7.088627825006034E13
-2.280338517263352E13	-7.111377745114898E13
-2.288244419593607E13	-7.13412765015824E13
-2.2961503171218746E13	-7.156877540230266E13
-2.3040562098768258E13	-7.179627415424312E13
-2.311962097886879E13	-7.202377275832853E13
-2.319867981180195E13	-7.225127121547495E13
-2.3277738597846812E13	-7.247876952659002E13
-2.335679733728029E13	-7.270626769257308E13
-2.343585603037649E13	-7.293376571431502E13
-2.3514914677407293E13	-7.316126359269864E13
-2.3593973278642188E13	-7.33887613285986E13
-2.3673031834348277E13	-7.361625892288161E13
-2.3752090344790344E13	-7.384375637640756E13
-2.3831148810230938E13	-7.407125369002566E13
-2.3910207230930242E13	-7.429875086458016E13
-2.3989265607146223E13	-7.45262479009069E13
-2.4068323939134688E13	-7.475374479983395E13
-2.414738222714919E13	-7.498124156218239E13
-2.422644047144116E13	-7.520873818876555E13
-2.4305498672259848E13	-7.543623468038992E13
-2.4384556829852355E13	-7.566373103785467E13
-2.4463614944463715E13	-7.58912272619514E13
-2.4542673016337023E13	-7.611872335346569E13
-2.462173104571313E13	-7.634621931317542E13
-2.470078903283094E13	-7.657371514185192E13
-2.477984697792738E13	-7.680121084025981E13
-2.485890488123736E13	-7.702870640915697E13
-2.493796274299377E13	-7.725620184929467E13
-2.5017020563427664E13	-7.748369716141777E13
-2.50960783427681E13	-7.771119234626453E13
-2.517513608124237E13	-7.79386874045671E13
-2.5254193779075758E13	-7.816618233705095E13
-2.5333251436491727E13	-7.839367714443627E13
-2.541230905371194E13	-7.86211718274353E13
-2.5491366630956227E13	-7.884866638675583E13
-2.5570424168442676E13	-7.907616082309895E13
-2.5649481666387473E13	-7.930365513716E13
-2.5728539125005156E13	-7.953114932962828E13
-2.5807596544508453E13	-7.97586434011877E13
-2.5886653925108453E13	-7.998613735251594E13
-2.59657112670145E13	-8.021363118428498E13
-2.6044768570434285E13	-8.044112489716142E13
-2.612382583557376E13	-8.066861849180647E13
-2.6202883062637305E13	-8.08961119688753E13
-2.628194025182765E13	-8.112360532901831E13
-2.636099740334595E13	-8.135109857288006E13
-2.644005451739172E13	-8.157859170109995E13
-2.65191115941629E13	-8.18060847143119E13
-2.6598168633855875E13	-8.203357761314508E13
-2.6677225636665465E13	-8.226107039822306E13
-2.675628260278505E13	-8.248856307016464E13
-2.6835339532406363E13	-8.271605562958347E13
