Halley's Comet X	Halley's Comet Y
-2.96197036942329E12	3.4504561028525107E12
-2.963662997001399E12	3.458016446700439E12
-2.9653083555293267E12	3.4655216249421753E12
-2.966906626264951E12	3.472971758772694E12
-2.9684579881255415E12	3.480366967452873E12
-2.969962617712638E12	3.4877073683394985E12
-2.971420689335488E12	3.4949930769114087E12
-2.972832375034162E12	3.5022242067941274E12
-2.9741978446013276E12	3.5094008697824277E12
-2.9755172656037246E12	3.51652317586094E12
-2.9767908034019897E12	3.523591233222798E12
-2.9780186211704175E12	3.530605148284472E12
-2.9792008799185815E12	3.5375650256998926E12
-2.980337738512314E12	3.5444709683738784E12
-2.9814293536945776E12	3.551323077473337E12
-2.9824758801072173E12	3.558121452437293E12
-2.9834774703132637E12	3.564866190985585E12
-2.984434274821004E12	3.57155738912764E12
-2.9853464421075503E12	3.578195141171804E12
-2.986214118642077E12	3.5847795397326147E12
-2.987037448911112E12	3.5913106757381284E12
-2.987816575443916E12	3.5977886384380874E12
-2.9885516388383022E12	3.604213515412178E12
-2.9892427777861997E12	3.6105853925789067E12
-2.989890129098704E12	3.6169043542035176E12
-2.9904938277327983E12	3.623170482906375E12
-2.9910540068177124E12	3.6293838596733325E12
-2.9915707976799624E12	3.63554456386535E12
-2.992044329868795E12	3.64165267322816E12
-2.9924747311813096E12	3.6477082639023135E12
-2.992862127688033E12	3.6537114104334604E12
-2.9932066437579336E12	3.6596621857843086E12
-2.9935084020815366E12	3.6655606613456606E12
-2.993767523694814E12	3.6714069069467227E12
