Io X	Io Y
-5.369912618446384E11	5.729562433777212E11
-5.675445431535154E11	5.390704344962028E11
-5.986555936933446E11	5.1085170484684204E11
-6.354676035628247E11	4.792932342964362E11
-6.592909316366587E11	4.363710151466686E11
-6.82786857064839E11	4.0054487223149567E11
-7.093146489679235E11	3.725867487376495E11
-7.317291168429414E11	3.2152266543241046E11
-7.471747574104088E11	2.7915734369315515E11
-7.631407308220835E11	2.434253559412919E11
-7.828980417094506E11	1.984026993660327E11
-7.901085798389948E11	1.501282618721024E11
-7.968297225515765E11	1.0918367435157156E11
-8.110262080919486E11	7.311431880575005E10
-8.105812972553711E11	1.7613020033506554E10
-8.084180834175742E11	-2.70122936960696E10
-8.074042401929182E11	-6.3391274072545944E10
-8.079974655747863E11	-1.1441038258879161E11
-7.973410961178933E11	-1.617093235644268E11
-7.864657018322028E11	-2.0084899940972156E11
-7.823130784388972E11	-2.411613831516554E11
-7.638419361435629E11	-2.9106019480046313E11
-7.443314126910366E11	-3.311521260004117E11
-7.274819794133617E11	-3.609300130643837E11
-7.087602911682877E11	-4.110654920520078E11
-6.81525723613074E11	-4.509900064347022E11
-6.546319208814341E11	-4.819051347066576E11
-6.33405482565463E11	-5.175841478249009E11
-5.994976410326499E11	-5.571415823059683E11
-5.651068977798655E11	-5.870715819574159E11
-5.3399616286708093E11	-6.056882504513982E11
-5.005409827835477E11	-6.453479598965413E11
-4.6010424958751483E11	-6.733682258913701E11
-4.20219539289522E11	-6.922494036980201E11
-3.8697636301002325E11	-7.110666780191055E11
-3.42007378878001E11	-7.378157393936354E11
-2.969882534325742E11	-7.539996732405059E11
-2.539739975908473E11	-7.600048090017097E11
-2.1388437919072232E11	-7.77592781852495E11
-1.6554951579752036E11	-7.906612540152118E11
-1.1814056741940897E11	-7.943424175526396E11
-7.787916394447662E10	-7.852687020879753E11
-2.957312929373268E10	-8.00345681132234E11
1.9665032190377483E10	-8.005690670327782E11
6.719471268821529E10	-7.91793118837194E11
1.0684658746311366E11	-7.782044688354995E11
1.557240110977734E11	-7.778410651558009E11
2.034809136587022E11	-7.663653422537871E11
2.4902377658683484E11	-7.464561152922096E11
2.858645265833137E11	-7.197566301643862E11
3.312274319214841E11	-7.097740944366616E11
