Titan X	Titan Y
-6.298280225857921E11	1.2012326460048318E12
-6.602672060536592E11	1.1835572425156584E12
-6.945614679857433E11	1.1658592932666702E12
-7.245685256069984E11	1.1490594380483506E12
-7.557227910740023E11	1.127961437019162E12
-7.875345116828386E11	1.1098974829950715E12
-8.153147079757971E11	1.0886591379358335E12
-8.468959259962426E11	1.0666767970200763E12
-8.745842449169819E11	1.0463419485981282E12
-9.024887051867245E11	1.0215345390643646E12
-9.317816485838691E11	9.995918691005322E11
-9.565151136407162E11	9.751990038255743E11
-9.848314701265555E11	9.493772152084163E11
-1.0097831050072953E12	9.25855206693526E11
-1.034027089822062E12	8.978497750836149E11
-1.0603039308225782E12	8.724170006875211E11
-1.0816660674865386E12	8.45319346265409E11
-1.1062512290252979E12	8.161710464840905E11
-1.1281018796368472E12	7.898605681548535E11
-1.1483620637416306E12	7.592074393998047E11
-1.171192805982868E12	7.30735891454563E11
-1.1889253657727522E12	7.014136688955403E11
-1.2094053237817795E12	6.695022758599354E11
-1.2278504690609834E12	6.408423697135088E11
-1.2438908985634932E12	6.08115614190608E11
-1.2629207441219314E12	5.771057476791925E11
-1.276833057976883E12	5.460587852823142E11
-1.292928893584817E12	5.119807664703239E11
-1.3077275483489395E12	4.814399602168351E11
-1.319397069199996E12	4.472234271139784E11
-1.334351089380406E12	4.1421074153333923E11
-1.344319386288023E12	3.819480094585964E11
-1.3558464050111335E12	3.463163933876784E11
-1.3668226651734258E12	3.143820423524207E11
-1.3740502867153574E12	2.79256998508763E11
-1.3847350436225432E12	2.44798170327696E11
-1.3907000505856694E12	2.1182811457403412E11
-1.3975638901363857E12	1.7525755716905252E11
-1.4046065360547654E12	1.4242577490085504E11
-1.407395268263938E12	1.0696030936851707E11
-1.4136977231812583E12	7.162008266219621E10
-1.4156608719544438E12	3.8441999938360825E10
-1.417851310602814E12	1.5357486915135448E9
-1.4209118626572732E12	-3.169787960189832E10
-1.4193316220279883E12	-6.695773527990276E10
-1.4212158924072224E12	-1.0261861369494827E11
-1.4192346537991252E12	-1.3552214663122299E11
-1.4168180292706423E12	-1.7218336709956464E11
-1.4159078729909436E12	-2.0533231817926807E11
-1.410088247612296E12	-2.398699888659644E11
-1.407591125360544E12	-2.753056738205416E11
-1.401774326923436E12	-3.074753754310567E11
-1.394885763035029E12	-3.4334257701771484E11
-1.3900732589654653E12	-3.7593704955273444E11
-1.38019710918617E12	-4.092712763443552E11
-1.3734234016277263E12	-4.439600848695138E11
-1.3639273301692703E12	-4.749650528728352E11
-1.3527636239917322E12	-5.095276952009487E11
-1.3441715246333596E12	-5.411205190815181E11
-1.3304694280836626E12	-5.728088444200942E11
-1.3195869160201987E12	-6.062597762386741E11
-1.3066114180300225E12	-6.357001415488418E11
-1.2914235827447544E12	-6.684896281304008E11
-1.2792252417978953E12	-6.986598035843063E11
-1.2619690568912083E12	-7.282995803528407E11
-1.247201491730189E12	-7.600563003379716E11
-1.2309844559538687E12	-7.875642034302444E11
-1.2120687550403381E12	-8.181554770815798E11
-1.196482305186522E12	-8.465108512981646E11
-1.175977566762894E12	-8.73739662221104E11
-1.15759622066467E12	-9.03383840671177E11
-1.1384073656072634E12	-9.286245977399673E11
-1.1160963332752632E12	-9.566375865130515E11
-1.0973786162597555E12	-9.828179006342678E11
-1.0739576622267854E12	-1.0073143318960626E12
-1.0522734957775352E12	-1.0344688290247527E12
-1.030409213001797E12	-1.0571423873546013E12
-1.0050641953554944E12	-1.0822431785442195E12
-9.835056353001555E11	-1.1059229556576497E12
-9.575222194959082E11	-1.1274071433463538E12
-9.328792205251924E11	-1.1517384033526973E12
-9.086585687107314E11	-1.1715804587470679E12
-8.806636618033746E11	-1.1934817420782407E12
-8.565838174989158E11	-1.2143725198256626E12
-8.284087515395452E11	-1.232606167856805E12
-8.011780494311348E11	-1.2538256506498093E12
-7.749393756295386E11	-1.2706083029202815E12
-7.446962686129794E11	-1.289069135711689E12
-7.184396808955593E11	-1.3069210511229834E12
-6.88457092214246E11	-1.3217070339784885E12
-6.590315956100723E11	-1.3395718756555088E12
-6.311294854710214E11	-1.3531039838162668E12
-5.99052955663601E11	-1.3679291289044268E12
-5.709851616238221E11	-1.3825320236504214E12
-5.39589194381286E11	-1.3937137766228188E12
-5.083786850486637E11	-1.4080269174630205E12
-4.7918113073178107E11	-1.4181543067736228E12
-4.4569508067618945E11	-1.4291933521303499E12
-4.161987834822387E11	-1.4403775372070386E12
-3.837906604980136E11	-1.4478383825477812E12
-3.512173271518384E11	-1.458448345373204E12
-3.211030581383282E11	-1.4650539632429211E12
-2.8663701775028357E11	-1.4722003672088079E12
-2.5610841971001364E11	-1.4798371449903345E12
-2.2309380418791223E11	-1.4834996494152017E12
-1.89588189305508E11	-1.490300119509881E12
-1.5894411783097586E11	-1.493304210753501E12
-1.2393012922556946E11	-1.496494384193681E12
-9.277541928407187E10	-1.500496416508562E12
-5.9561995981967766E10	-1.5003218586116265E12
-2.5559305002962997E10	-1.5032511682571836E12
5.2219687864599285E9	-1.5026114972061487E12
4.035217306606336E10	-1.501823983532964E12
7.172020071954419E10	-1.502145554811824E12
1.0472500259639984E11	-1.4981335320513943E12
1.3878829974040997E11	-1.4971741329064343E12
1.6931098037143265E11	-1.4928862728149404E12
2.0412860239644336E11	-1.4881410701253757E12
2.3529384020689468E11	-1.4847782940049504E12
2.6768507122947864E11	-1.4769664933586775E12
3.0137442993638043E11	-1.4721444728662183E12
3.3124207782480396E11	-1.4642421656175571E12
3.6532377957958655E11	-1.4556002109032178E12
3.958700601789649E11	-1.4485912084716648E12
4.2724751049791815E11	-1.4370553387792534E12
4.601333838538254E11	-1.4284400058322524E12
4.889515877689299E11	-1.4169955745784685E12
5.2188201429380206E11	-1.404558382947324E12
5.513963864978413E11	-1.3939834392243145E12
5.813669664247428E11	-1.378837303615352E12
6.13027853777321E11	-1.3665408608763562E12
6.404070861247982E11	-1.3516656624864302E12
6.717814804442526E11	-1.3355751113824678E12
6.998575744003447E11	-1.3215568168776863E12
7.280379022608162E11	-1.3029524975623315E12
7.580634695447928E11	-1.2871297779379768E12
7.836221877563088E11	-1.2689746479335637E12
8.130491885664135E11	-1.249412858612393E12
8.392907394803541E11	-1.2321162036816812E12
8.653100135231313E11	-1.2102442984109E12
8.933043751390408E11	-1.191092532851524E12
9.166724278790171E11	-1.1698481747376763E12
9.437771332074843E11	-1.1470374354901084E12
9.678017331531835E11	-1.1266698180762236E12
9.913049600581E11	-1.1017596596948635E12
1.0168902081019895E12	-1.0795182157556857E12
1.0377126031415052E12	-1.0554154647422506E12
1.0621399756873657E12	-1.0296181171207404E12
1.0835831189556924E12	-1.0064291993990497E12
1.1042347600994126E12	-9.787489644054265E11
1.1270548132611404E12	-9.536989648532826E11
1.1449958926545906E12	-9.270088283157865E11
1.1664145666177249E12	-8.98527005719236E11
1.1849340418106575E12	-8.72808321071983E11
1.2024221210974954E12	-8.426649131354799E11
1.2221469503298982E12	-8.15128633453234E11
1.236895006909407E12	-7.861620069255605E11
1.25500153952259E12	-7.553371109896179E11
1.2702822082522278E12	-7.27421317552372E11
1.2843229089639014E12	-6.9515989232682E11
1.3006531744534524E12	-6.654997915754489E11
1.3119255217387808E12	-6.346067043098313E11
1.3264491053962693E12	-6.018184585190531E11
1.3382080802937417E12	-5.72078087802259E11
1.348550826123459E12	-5.3808105953562054E11
1.3612229286515574E12	-5.066982920311112E11
1.3687714077996587E12	-4.7426653393940674E11
1.3794790246106335E12	-4.399314517279063E11
1.3874712259671328E12	-4.0877699723742053E11
1.3939042065248005E12	-3.734623570350993E11
1.4026957174037712E12	-3.407945878724539E11
1.406312587411378E12	-3.0724754661996466E11
1.413014547803072E12	-2.718166294455586E11
1.4170385777962373E12	-2.3969379509140363E11
1.419394633931425E12	-2.0351255211007025E11
1.4241300183769104E12	-1.7003088448642538E11
1.4236541247456562E12	-1.3582440872129457E11
1.4262098724051492E12	-9.977988017553252E10
1.4261140857287979E12	-6.716581135001369E10
1.4242768121251807E12	-3.059838153250392E10
1.4248333038573528E12	3.196781123668616E9
1.4201563684778345E12	3.7578656541412735E10
1.4184803833728318E12	7.372775399101443E10
1.4141689816309658E12	1.063294320029855E11
1.4080788449480132E12	1.4277806807635596E11
1.4043922635650325E12	1.763624042550263E11
1.3954650682890605E12	2.104130349657453E11
1.3895326213793982E12	2.461365466473416E11
1.3809715204744084E12	2.7820202659874927E11
1.3706317189286719E12	3.1400852722293494E11
1.362701952271102E12	3.468405494566265E11
1.349540123875143E12	3.800376633945657E11
1.339392574065647E12	4.1479143347254425E11
1.3266147308821648E12	4.457844469866955E11
1.312096455217877E12	4.80414747043024E11
1.2999922609657373E12	5.1194398954590173E11
1.2826812971164392E12	5.4375811713726733E11
1.2684305521732686E12	5.769925409135199E11
1.2515403695580527E12	6.063735157522375E11
1.232987060808689E12	6.392918906973226E11
1.216849777688908E12	6.689685067000431E11
1.195548893085908E12	6.988727912310546E11
1.1773805996437495E12	7.300427238474004E11
1.1565569758113503E12	7.572792640382393E11
1.1341871260514402E12	7.879586807381119E11
1.1142328424273533E12	8.152442976899357E11
1.089177173692229E12	8.427255138220698E11
1.0673521600624592E12	8.713013556290732E11
1.0428497075758009E12	8.958798410898934E11
1.016957709826477E12	9.238133742862515E11
9.934773958250801E11	9.48192976331932E11
9.649780661738885E11	9.727635002023611E11
9.398315345533252E11	9.98243210879842E11
9.119794788137426E11	1.0196812745475099E12
8.82934034036043E11	1.0443943695985885E12
8.56291173986873E11	1.0653890322362859E12
8.247327845664961E11	1.0865996334012268E12
7.966708649536085E11	1.108521622873985E12
7.658693174091825E11	1.1263815249576013E12
7.341091842767123E11	1.1474452131084614E12
7.04734840400566E11	1.1646258827087502E12
6.705704897126064E11	1.1820795783953938E12
6.400644642527006E11	1.2000367418343713E12
6.06778624757749E11	1.2139398491368782E12
5.72806499932302E11	1.2309849713880334E12
5.411928352202904E11	1.2439870778015535E12
5.0493785949569135E11	1.2573534329763384E12
4.7251731830545776E11	1.2710072072471362E12
4.372708008837044E11	1.2806478345559675E12
4.0164626113993097E11	1.2933778985201362E12
3.6833902667732697E11	1.3019138345952449E12
3.305633574037039E11	1.310940272939247E12
2.968074752433919E11	1.3200310610638093E12
2.601732217609685E11	1.3251860883711255E12
2.235025363819399E11	1.3333855873325166E12
1.8908989327814096E11	1.3372526111041003E12
1.5040622166484293E11	1.3417712676226365E12
1.1593050747608519E11	1.3461248800174258E12
7.851712712416597E10	1.346659871594292E12
4.1438516923024055E10	1.350199731027439E12
6.535701657630516E9	1.349285605602948E12
-3.241609167198348E10	1.349218334237685E12
-6.6976220303463104E10	1.3487510243315435E12
-1.0454062254475427E11	1.3446250563021394E12
-1.4137376061537253E11	1.3434668498520112E12
-1.761411820804181E11	1.3377541682726746E12
-2.1471063122745905E11	1.3331159449353394E12
-2.487169473675375E11	1.3278376654853906E12
-2.8580128357492444E11	1.319105982998694E12
-3.217374061512154E11	1.3133037219541094E12
-3.557502716513678E11	1.3028715343553826E12
-3.932928861238707E11	1.293770843668231E12
-4.2612128804049384E11	1.283785399926968E12
-4.621076902611494E11	1.2705987130654583E12
-4.9651385597702734E11	1.2602972354790176E12
-5.291756286388788E11	1.2453192070097456E12
-5.650689447214678E11	1.231954846660085E12
-5.961257180661512E11	1.2174565735119658E12
-6.304249002681302E11	1.2000567688403965E12
-6.627026657550564E11	1.1854866681322632E12
-6.934545159053041E11	1.1662258047818542E12
-7.27113000105244E11	1.1488802579718452E12
-7.55849712914457E11	1.1301474656221982E12
-7.879147962896669E11	1.10886003711224E12
-8.175145513689956E11	1.090329528052286E12
-8.458485792157598E11	1.0671299046958347E12
-8.76736702681688E11	1.046159779068937E12
-9.026630367006334E11	1.0235455106996912E12
-9.32001189999841E11	9.987692776710022E11
-9.584343015078351E11	9.76653634571868E11
-9.839042943329928E11	9.499297685218105E11
-1.0115472381039589E12	9.257539944124031E11
-1.0342412194354585E12	8.996748067171112E11
-1.0604226518592719E12	8.718696357089803E11
-1.0832709799175688E12	8.465989655522303E11
-1.1055003121068088E12	8.168235687831158E11
-1.129491987402459E12	7.899101261512358E11
-1.1486073084280908E12	7.608336582476096E11
-1.1712713941054282E12	7.305069491645333E11
-1.190193976734788E12	7.025530984431791E11
-1.208880499239806E12	6.70243983096963E11
-1.2288888040786072E12	6.410959667599707E11
-1.2441591627706035E12	6.095280759274585E11
-1.2630177147925671E12	5.772207727971567E11
-1.2777546425855247E12	5.470841420031897E11
-1.2926726401225679E12	5.1279098601293335E11
-1.3084420920047478E12	4.819327411268793E11
-1.3196826858038923E12	4.4840488665476355E11
-1.3345206067074966E12	4.1467767442350104E11
-1.3448942931315215E12	3.828746046872544E11
-1.355893769248502E12	3.47166177405899E11
-1.3672458175895647E12	3.151301344095173E11
-1.374352284150966E12	2.8018756657402124E11
-1.385025970509659E12	2.4560779307866144E11
-1.39094015245219E12	2.1265905548322955E11
-1.3979438353217E12	1.761113592034483E11
-1.4047752686241887E12	1.4342605822596436E11
-1.4077204730704204E12	1.0761721681086366E11
-1.4141544539363787E12	7.274693123247397E10
-1.4155913322357998E12	3.9167675308983604E10
-1.418589866714938E12	2.353283765146125E9
-1.42086977213263E12	-3.046708806869995E10
-1.4196988785846377E12	-6.659973876140131E10
-1.4218811953468916E12	-1.0121439064949638E11
-1.4188971353615195E12	-1.3492301513488194E11
-1.4179429493630315E12	-1.7144427186985217E11
-1.4157086785824465E12	-2.0390862856648477E11
-1.410532946864654E12	-2.3983623079294263E11
-1.4085097804694688E12	-2.7367413241916827E11
-1.4012299735830288E12	-3.0703162207675665E11
-1.3964302914497722E12	-3.4272062320692725E11
-1.389782837597268E12	-3.7436795125060834E11
-1.3807725467678958E12	-4.0958139646326025E11
-1.3746425476622432E12	-4.421540952167986E11
-1.363254978167549E12	-4.7470556299253986E11
-1.3547644130372607E12	-5.090506016415083E11
-1.3438635289510308E12	-5.3945517754548846E11
-1.3312403729796785E12	-5.734698885885931E11
-1.3211490811220305E12	-6.043277840610222E11
-1.305898075868404E12	-6.356473888647881E11
-1.293911181017002E12	-6.681697652199534E11
-1.2789704863399128E12	-6.969447183399567E11
-1.2629997278019668E12	-7.293042838754651E11
-1.249134390254019E12	-7.580414710779249E11
-1.2303139574915293E12	-7.87734519662383E11
-1.21505805657914E12	-8.179932165408214E11
-1.196340281698088E12	-8.447925813089344E11
-1.1773228817682507E12	-8.750714751075613E11
-1.1599078860809133E12	-9.013293362743655E11
-1.1378549832185925E12	-9.29033286272988E11
-1.11958354919785E12	-9.566289074073842E11
-1.0973959895136791E12	-9.811483383556875E11
-1.0756608902271436E12	-1.0089539920990543E12
-1.0549539508903647E12	-1.0324236455797021E12
-1.030041766533655E12	-1.057808272039977E12
-1.0090285669622565E12	-1.0823864169811113E12
-9.837187414902388E11	-1.1043627648276047E12
-9.596154338439503E11	-1.1293372584945945E12
-9.35904582727214E11	-1.1497609534988374E12
-9.085358717668348E11	-1.172527939609095E12
-8.850700511114955E11	-1.1937821407788145E12
-8.570215025906232E11	-1.212992091983033E12
-8.309129947687163E11	-1.2348137067119062E12
-8.045143498398518E11	-1.2519852288409746E12
-7.75114831660137E11	-1.2718674323616365E12
-7.494970579181292E11	-1.2895417408027173E12
-7.191251897703402E11	-1.3057997475842693E12
-6.913814811106998E11	-1.3241846144830513E12
-6.626376915379324E11	-1.3379487680823562E12
-6.316494983190154E11	-1.354709414517895E12
-6.041892480853395E11	-1.3686006482947498E12
-5.719370677763253E11	-1.381756359706993E12
-5.429292406194309E11	-1.3964603755297747E12
-5.122084394447869E11	-1.40671157830832E12
-4.8008360025477496E11	-1.4201436015561165E12
-4.510976096633137E11	-1.4301032230660242E12
-4.1743124379422095E11	-1.4400386485979753E12
-3.8752630070190924E11	-1.4508597929835327E12
-3.5522133749867334E11	-1.4575398385047566E12
-3.2241529034680286E11	-1.4674655853537808E12
-2.922271379246288E11	-1.473401117026046E12
-2.576309927466329E11	-1.4800277452115144E12
-2.2718758291564047E11	-1.4868088582600854E12
-1.9371526001560696E11	-1.4899039122173303E12
-1.6068040463106934E11	-1.4961754008887524E12
-1.296211256145114E11	-1.4980512393467446E12
-9.459258913485197E10	-1.5013073257573748E12
-6.395778080896069E10	-1.503939320289639E12
-2.975778788763933E10	-1.5034762437942131E12
3.0628686912389345E9	-1.505976146334769E12
3.465330884604277E10	-1.503813621390864E12
6.960969526654535E10	-1.5036618624301125E12
1.0010244452882889E11	-1.502087265728344E12
1.3456921390089594E11	-1.498129414492209E12
1.667482234180123E11	-1.4967729000907422E12
1.985188518053135E11	-1.4906493906862437E12
2.3289778832063504E11	-1.4870751625154175E12
2.629293388266608E11	-1.4812917629118035E12
2.971833879610094E11	-1.4739344364667944E12
3.2831468089387146E11	-1.4686719571192979E12
3.599011769957964E11	-1.4587189018505242E12
3.932035682538428E11	-1.4517292347678215E12
4.224684266321655E11	-1.441793524155349E12
4.560154415302175E11	-1.4311592936322322E12
4.857195971280469E11	-1.4219803281622588E12
5.1674213409272675E11	-1.4083799966820706E12
5.4848260656786035E11	-1.3980034236700684E12
5.76686948237742E11	-1.3840334404571472E12
6.090230130979912E11	-1.370267612162354E12
6.369517762633649E11	-1.3572052937846982E12
6.670136351696976E11	-1.3401862683620347E12
6.967286411766464E11	-1.3264736930232563E12
7.235873364766125E11	-1.3086508686516462E12
7.542058647986687E11	-1.2919174315925928E12
7.800458080125885E11	-1.2750539807474658E12
8.087335542868108E11	-1.2548855742221157E12
8.359901900356816E11	-1.2379124980934988E12
8.612234287142352E11	-1.2164823704758213E12
8.896240988657107E11	-1.1969610941083228E12
9.130993598127988E11	-1.1764341974111987E12
9.39985298854023E11	-1.15342053275551E12
9.643906669060363E11	-1.1332913299465408E12
9.87720524111886E11	-1.1085633565782874E12
1.0134197907520863E12	-1.0864489007243447E12
1.0342930233979696E12	-1.0624590665243832E12
1.0589395569865225E12	-1.0369334858030892E12
1.0801492417760502E12	-1.0137878173043739E12
1.1012954937400486E12	-9.861336727847428E11
1.1238370948051138E12	-9.616362111149045E11
1.1419071225893723E12	-9.344533390068384E11
1.1638721762999333E12	-9.067720809560144E11
1.18159655490146E12	-8.80791599866309E11
1.2002721011784966E12	-8.506398563622096E11
1.2192374619191663E12	-8.23985505634191E11
1.2343343983613342E12	-7.93952307235639E11
1.2531792876101663E12	-7.644867868265468E11
1.2671887213843398E12	-7.359012808687578E11
1.2830972408774912E12	-7.037284234803998E11
1.2981172595799338E12	-6.751601144556611E11
1.3100970606287483E12	-6.426926310119545E11
1.325398071739642E12	-6.11822238904991E11
1.3355273235931477E12	-5.809163500288818E11
1.3483645307534688E12	-5.472359114423362E11
1.3591324446852607E12	-5.170161576226183E11
1.3678712416169053E12	-4.826017727267183E11
1.3792341060894204E12	-4.50708484031447E11
1.3853847038244568E12	-4.178288284568268E11
1.3948432150889016E12	-3.831793232031813E11
1.4011272566834773E12	-3.515948225857572E11
1.406515625029849E12	-3.157869317747818E11
1.4135917610558035E12	-2.832516972738279E11
1.4157313309827292E12	-2.4881297878790985E11
1.4215092756063435E12	-2.1374489435510376E11
1.4231641128129224E12	-1.8111238902629605E11
1.4251021210574575E12	-1.4452092859619946E11
1.4276058176884905E12	-1.1172163929643117E11
1.425764100853965E12	-7.62102189830776E10
1.4275775702758237E12	-4.127267604032821E10
1.4245535849687507E12	-7.945539430901894E9
1.4229477724290017E12	2.877685969296141E10
1.4206735186307966E12	6.146595013241878E10
1.414935279788118E12	9.749245756009267E10
1.412534268775717E12	1.31764520714006E11
1.404883571011727E12	1.6538960064739923E11
1.3996470021141755E12	2.01565518056405E11
1.3924860680096746E12	2.3377299480521854E11
1.3829815877882878E12	2.6969133015350464E11
1.3761685894650457E12	3.0278863577456934E11
1.3640465947492605E12	3.362658520173932E11
1.3551029404411973E12	3.7121423008916547E11
1.343058163024719E12	4.025694504037039E11
1.3299524308597397E12	4.3770241945991394E11
1.3186024121325884E12	4.691508772431245E11
1.3022639645674326E12	5.0198172334486426E11
1.2895561460409717E12	5.350409503180855E11
1.2727536594081497E12	5.651708380429172E11
1.2562357139604229E12	5.988054663714413E11
1.2403159733610974E12	6.281733848468276E11
1.2201054739633884E12	6.598069541545841E11
1.2036087669956785E12	6.903581837317299E11
1.1823051558268152E12	7.188831556560846E11
1.1625791758822185E12	7.502949644490582E11
1.1421675191163123E12	7.771977766420098E11
1.118503278841991E12	8.070366433071312E11
1.0982419898441981E12	8.345255064636309E11
1.0728251379303042E12	8.610550800303998E11
1.050104843044241E12	8.895373561390662E11
1.0254045388074834E12	9.136397324331594E11
9.987584745743693E11	9.410527614088231E11
9.748245602546152E11	9.6500775404015E11
9.458065183652286E11	9.891368797171598E11
9.203141552352922E11	1.0140330057834614E12
8.916641367593715E11	1.0350482159653701E12
8.625387588350704E11	1.0593909423380977E12
8.351102735399388E11	1.079437179172685E12
8.031109534866007E11	1.1007448621669443E12
7.750815349912827E11	1.1214809927421375E12
7.429602206271111E11	1.1391673683088972E12
7.11865440359526E11	1.1598095723672056E12
6.812226073369596E11	1.1756770544434473E12
6.469441603211292E11	1.1937292064292014E12
6.166347168647682E11	1.2098441050942412E12
5.816556956174841E11	1.2239986750642544E12
5.490882439259887E11	1.240357665574111E12
5.1562519686073804E11	1.2518835888869805E12
4.7981840900965015E11	1.2662419854975122E12
4.4752095129250354E11	1.2774108464625205E12
4.104187866784891E11	1.2878607936894775E12
