Ganymede X	Ganymede Y
-7.941702652784258E11	1.6511009697866357E11
-8.013695719558823E11	1.2240294494534506E11
-8.097788563661108E11	7.778428638112366E10
-8.116645951558483E11	3.1980738925592983E10
-8.137935657721005E11	-1.0964672567688673E10
-8.12877982264035E11	-5.7813154478995636E10
-8.073416327128865E11	-1.0089225655322894E11
-8.028296888084058E11	-1.4534250246121326E11
-7.91852488098497E11	-1.9025767634073563E11
-7.811847934162914E11	-2.316165712984296E11
-7.676261234288043E11	-2.761756289671044E11
-7.495395448561674E11	-3.1632992701038654E11
-7.326782884983065E11	-3.569135654321398E11
-7.098300549163844E11	-3.97795064305309E11
-6.867275730909424E11	-4.3400594295170776E11
-6.623492867300989E11	-4.7248325906553656E11
-6.324959617473491E11	-5.072782133512695E11
-6.04399598973504E11	-5.399530688683676E11
-5.721248429040326E11	-5.739831527216737E11
-5.376288325995096E11	-6.022311476851471E11
-5.042547812061506E11	-6.308779544073813E11
-4.653568251124532E11	-6.579482293035713E11
-4.27430589524561E11	-6.800088003940898E11
-3.8867628899749963E11	-7.034247716322577E11
-3.454157038284723E11	-7.223060334563512E11
-3.0454845722893665E11	-7.380350832877899E11
-2.61132609953159E11	-7.546128768953552E11
-2.1540972730751254E11	-7.651348372021254E11
-1.722805715045218E11	-7.739655986011523E11
-1.2572801161444221E11	-7.825019598436216E11
-7.891325460332663E10	-7.846560420990554E11
-3.456580784456199E10	-7.861273757528256E11
1.3478316772530405E10	-7.859165081964221E11
6.0004980229623146E10	-7.796595480153613E11
1.0439866076877686E11	-7.734975364842157E11
1.5217044026253012E11	-7.642169459446849E11
1.969974686544756E11	-7.496795213416738E11
2.4005572337467493E11	-7.356006128149274E11
2.856947941268541E11	-7.176705366029968E11
3.2765285710446185E11	-6.950314157192551E11
3.6768836364329E11	-6.730962562526764E11
4.0960221840873083E11	-6.47088989320888E11
4.4727367744905554E11	-6.168228661324545E11
4.826506192529985E11	-5.87463552589818E11
5.1935243710453345E11	-5.543188075534401E11
5.514707592059414E11	-5.1717153636541437E11
5.805844964285607E11	-4.8112238287660803E11
6.106474802410171E11	-4.421249923360025E11
6.362141270084943E11	-3.9916908062790753E11
6.576324166458512E11	-3.573113834833547E11
6.797861623505334E11	-3.140006231205369E11
6.978007500599257E11	-2.6671353815242148E11
7.106692127925754E11	-2.203865479335394E11
7.237478779132627E11	-1.7428966361723865E11
7.335296262195717E11	-1.245527872932719E11
7.375159834290325E11	-7.511590175288065E10
7.404253925476112E11	-2.7897576722393585E10
7.41511733208674E11	2.2084012260705654E10
7.368797165121873E11	7.27082538347426E10
7.291140772874479E11	1.1994605161622896E11
7.210161885389264E11	1.6789808623350784E11
7.082987530388988E11	2.1722668621858395E11
6.90550321479835E11	2.6353921280152023E11
6.728353468232358E11	3.0764472796146954E11
6.523458851051836E11	3.531373890791887E11
6.26401388792492E11	3.969412372195959E11
5.990055730469327E11	4.3623226604019366E11
5.710978781922239E11	4.7554117607619904E11
5.390591709627253E11	5.1452017330413E11
5.030888709755861E11	5.491121119257932E11
4.6783005068952203E11	5.805586596841431E11
4.308661251443088E11	6.120928887869116E11
3.8952406796901117E11	6.412673939249924E11
3.472940765369464E11	6.649111425892864E11
3.0590476838231555E11	6.87226577777967E11
2.6206395853120505E11	7.087324155989894E11
2.150124285687793E11	7.258711258651152E11
1.692666281762869E11	7.383862948497039E11
1.2403258712640393E11	7.499996989998994E11
7.64162664213887E10	7.600329906430134E11
2.726232373812024E10	7.646586763799354E11
-1.9470839295626766E10	7.65834409579187E11
-6.570715316759769E10	7.661673252724645E11
-1.1381932238521906E11	7.643553854356588E11
-1.6206214901020792E11	7.571843417251042E11
-2.074699863647393E11	7.470166817448667E11
-2.516680966261501E11	7.359431661367979E11
-2.968884770713253E11	7.231239477892493E11
-3.4191197941517065E11	7.052837088287748E11
-3.8344578592176465E11	6.844828083597657E11
-4.230223108865411E11	6.631225444119403E11
-4.630505543759471E11	6.40454286460749E11
-5.0239760333314307E11	6.132376020331016E11
-5.379644094955701E11	5.83304946966768E11
-5.708468566762141E11	5.52901971939717E11
-6.031013588353384E11	5.219697472113306E11
-6.350124653580759E11	4.8778976081545795E11
-6.633315398764781E11	4.504559004660514E11
-6.87984413739441E11	4.1258830941892004E11
-7.10823346317443E11	3.751290547043417E11
-7.335537980285597E11	3.3604062248774384E11
-7.532922878575935E11	2.9368912534355493E11
-7.688155108508094E11	2.506811243897874E11
-7.815158254991638E11	2.085321106396724E11
-7.936511782788739E11	1.6650800710492523E11
-8.039423021937896E11	1.2180321504626898E11
-8.099768166314337E11	7.605550094859456E10
-8.123887052796656E11	3.1198393390132324E10
-8.129647750508223E11	-1.2232996384332848E10
-8.128376557509746E11	-5.623584817615411E10
-8.097162591548706E11	-1.0180738888656212E11
-8.025886628999377E11	-1.4716707457143567E11
-7.92180904178674E11	-1.90902537207673E11
-7.801852127320535E11	-2.326550626153845E11
-7.674817672189261E11	-2.7454148781988934E11
-7.517178212231116E11	-3.171859656472631E11
-7.321516252064447E11	-3.5879342581467664E11
-7.095845850960142E11	-3.979882794532868E11
-6.860109586481694E11	-4.346372207583372E11
-6.617329146667069E11	-4.7112381806803906E11
-6.345600682942322E11	-5.0745607097342804E11
-6.040626405209244E11	-5.4208154743645856E11
-5.70994266992526E11	-5.737747070205414E11
-5.371474313483889E11	-6.024223191431259E11
-5.029527680445869E11	-6.299409055898508E11
-4.6681609932892645E11	-6.56640398080168E11
-4.282092115783616E11	-6.815323768581582E11
-3.8733811674852185E11	-7.037259539315667E11
-3.450241029502508E11	-7.224889285378284E11
-3.026290958336129E11	-7.381098262810721E11
-2.6021568945098746E11	-7.519727381799312E11
-2.1679393941292444E11	-7.642456404893499E11
-1.7198389257018375E11	-7.743451636574968E11
