Callisto X	Callisto Y
5.993353446129453E11	4.3897301437066644E11
5.714278458996655E11	4.7509962230277234E11
5.365674728166212E11	5.1446074544057306E11
5.059457814170562E11	5.4920189235406177E11
4.6631178452009814E11	5.808711515039282E11
4.3066227270977856E11	6.139078084438313E11
3.895288495166274E11	6.384949270224985E11
3.476339493260472E11	6.67447003157664E11
3.066032008108346E11	6.870942534289502E11
2.5933913131516605E11	7.088109884821482E11
2.17682716320153E11	7.257297192988066E11
1.6836922504480765E11	7.384122058064728E11
1.2390633408894696E11	7.524901887826089E11
7.583916402178981E10	7.573607594548468E11
2.7695236829811577E10	7.663536069684299E11
-1.787379048402457E10	7.65886230167787E11
-6.850934507640041E10	7.673295168718679E11
-1.122325653322916E11	7.63695126143387E11
-1.62398488221391E11	7.5618352482561E11
-2.0636694148695273E11	7.499606647028568E11
-2.5264311824892014E11	7.347679883459974E11
-2.9803937804940247E11	7.239025181055647E11
-3.3931420482117944E11	7.040982899685112E11
-3.8481714085512006E11	6.86272671599325E11
-4.2215370833351807E11	6.641184010281764E11
-4.649794724430645E11	6.385948947810488E11
-5.0026252489077795E11	6.146427159870624E11
-5.374827204596271E11	5.826425118332144E11
-5.722981982425876E11	5.555634085893102E11
-6.024066840575729E11	5.202856681375246E11
-6.359723111749867E11	4.873989810486383E11
-6.605683390102703E11	4.519019029259242E11
-6.894753842951633E11	4.125191895388484E11
-7.112897714038706E11	3.7684894830719824E11
-7.329147542855872E11	3.332692107734184E11
-7.529883644768615E11	2.9560046318822186E11
-7.669605096422472E11	2.5094140230668607E11
-7.84268726027281E11	2.094469928431656E11
-7.921106583068442E11	1.6605287379326675E11
-8.041701893815131E11	1.2030637558922244E11
-8.083698238152986E11	7.873318220285378E10
-8.125863066448745E11	3.0502240173900806E10
-8.149904090538641E11	-1.096841803076587E10
-8.107917465913483E11	-5.7967798341372086E10
-8.102771519389542E11	-1.0196324652919067E11
-8.003564268223556E11	-1.4499678775262296E11
-7.935727287184576E11	-1.9148387768076892E11
-7.81027355709993E11	-2.312054501321962E11
-7.661957091264833E11	-2.771869232132884E11
-7.517422339320562E11	-3.158022841316422E11
-7.297362308129674E11	-3.582498969624042E11
-7.120878421933322E11	-3.971566694842363E11
-6.850826485769788E11	-4.344529109967893E11
-6.622936560592314E11	-4.734108860672225E11
-6.326148458184113E11	-5.0559019440911945E11
-6.032742162089503E11	-5.428195261840149E11
-5.724273624163656E11	-5.712232694618856E11
-5.365133206594911E11	-6.040502550967566E11
-5.043974753017838E11	-6.30598648264475E11
-4.6381599462989386E11	-6.565598433332666E11
-4.2839367244312787E11	-6.821684739963016E11
-3.865729725719101E11	-7.007880465504475E11
-3.4536732730263635E11	-7.236129703307349E11
-3.047861575594519E11	-7.374561210873776E11
-2.582195217141834E11	-7.53366667619526E11
-2.173875508488698E11	-7.657214204121974E11
-1.698596415438514E11	-7.725450155915985E11
-1.2479852969964597E11	-7.825389818377458E11
-8.0303481717512E10	-7.832819441256178E11
-3.0864286450643383E10	-7.859224933621954E11
1.2146173792327303E10	-7.848654587200009E11
6.09484191383251E10	-7.779235644105382E11
1.066708780968258E11	-7.741365719232019E11
1.5087317700972748E11	-7.609821376395714E11
1.9920407812834344E11	-7.497833277555685E11
2.4022345608483963E11	-7.345893509622833E11
2.8655013357104083E11	-7.140556346201124E11
3.2804341983783386E11	-6.964263111065939E11
3.685054052489763E11	-6.693647364384033E11
4.1091531053160406E11	-6.456648979064656E11
4.4578551619221655E11	-6.16153550176174E11
4.857271297772699E11	-5.840589790429869E11
5.181358074762386E11	-5.53409621725962E11
5.51255782518919E11	-5.144174511684283E11
5.833018713035564E11	-4.7994072856249005E11
6.083097610888854E11	-4.388547609873508E11
6.373616689143273E11	-3.970416555843212E11
6.580939465060146E11	-3.567290633452194E11
6.788298304083156E11	-3.089622580206531E11
6.982544895986389E11	-2.662952609472887E11
7.097144110777903E11	-2.1830018009275372E11
7.248412556386924E11	-1.6988600332994644E11
7.312611944203818E11	-1.2421249538457043E11
7.374645810341924E11	-7.190590551312206E10
7.414873525496844E11	-2.59710083106201E10
7.379947607237104E11	2.5263212805146626E10
7.378133583250664E11	7.428430346882689E10
7.28023466455485E11	1.2126427161957826E11
7.196015363139144E11	1.727403101456685E11
7.073504064265012E11	2.169201607156634E11
6.888619499874122E11	2.6596616341571545E11
6.734322243475599E11	3.111097098953578E11
6.487315478916049E11	3.5356159968454126E11
6.25739805262704E11	3.9945524626827637E11
5.993498269848265E11	4.370833800119302E11
5.672906179599447E11	4.7881965018864276E11
5.3874831303121924E11	5.1524606138578094E11
5.0121857407461127E11	5.4913944874978723E11
4.6717822710797614E11	5.846566530589946E11
4.286066413314259E11	6.115657632123005E11
3.8706171088413293E11	6.425984050442725E11
3.485696584898144E11	6.662232176871384E11
3.021566325810438E11	6.883435520289398E11
2.605289842392161E11	7.105116734732289E11
2.1476371465499573E11	7.240785928607753E11
1.6718459781304666E11	7.4135059201079E11
1.235107459858435E11	7.508600164691451E11
7.28056371296528E10	7.588550661458405E11
