Europa X	Europa Y
3.2687314936234326E11	-6.954998244723827E11
3.691889337902439E11	-6.723678013899757E11
4.08513964135537E11	-6.471361010317129E11
4.4625116348687494E11	-6.176231440700973E11
4.839239070501216E11	-5.863871033771902E11
5.1867740335306116E11	-5.541911254531295E11
5.503307408756055E11	-5.1836492944940894E11
5.816192789826088E11	-4.800419945592273E11
6.102788674626458E11	-4.41638313330684E11
6.348865195841606E11	-4.004286866767114E11
6.585757252366552E11	-3.565673246582545E11
6.796993970291028E11	-3.1326198751599884E11
6.961956690037404E11	-2.676795474339158E11
7.116385319861302E11	-2.200121718354375E11
7.240225626110317E11	-1.7345790978661624E11
7.31664255407294E11	-1.2498393140464624E11
7.382530784999191E11	-7.527050648160263E10
7.412283597623765E11	-2.72277557104271E10
7.396247714297628E11	2.2444662559166046E10
7.37047750036462E11	7.228637774325621E10
7.303866798775967E11	1.2001835994169101E11
7.195493210586046E11	1.6891340596983823E11
7.076969021128478E11	2.171832281718132E11
6.919656299848502E11	2.6280421079604456E11
6.721056664511781E11	3.087654576797308E11
6.512569738963931E11	3.5388975091479236E11
6.273849979067002E11	3.957823403487105E11
5.993302725710315E11	4.366496839636158E11
5.699014650983239E11	4.770682752493378E11
5.389384679316718E11	5.139635672638805E11
5.0415841110379486E11	5.482724669046189E11
4.6723322697445056E11	5.820428206715413E11
4.301125073619971E11	6.128404590178937E11
3.900701091695612E11	6.397161840194672E11
3.4753494086462585E11	6.655698210630773E11
3.055072552494034E11	6.889658451688767E11
2.614762730694283E11	7.076987157092328E11
2.1520579035367783E11	7.252478765035314E11
1.7009116387839383E11	7.401407665826039E11
1.23426090682102E11	7.502460741255579E11
7.520101429359547E10	7.592646587757668E11
2.880956061255701E10	7.651370237085892E11
-1.905030169136192E10	7.664822152987977E11
-6.737658652773729E10	7.670192412019795E11
-1.1345448851700635E11	7.637255251309293E11
-1.6094554679810352E11	7.565963225832471E11
-2.0768922305840314E11	7.487404173535349E11
-2.5200895415778574E11	7.367895849139634E11
-2.97414783233916E11	7.215950137925166E11
-3.411896218598227E11	7.057680708992648E11
-3.823642910344779E11	6.858947815317529E11
-4.241149166482071E11	6.63191059898226E11
-4.63915922290733E11	6.400044060906201E11
-5.006138769455728E11	6.134071412568302E11
-5.371707007407011E11	5.838350102719121E11
-5.722191758788876E11	5.539576512094722E11
-6.035453330844204E11	5.219803310428226E11
-6.335904857519628E11	4.867159971926507E11
-6.627890793621251E11	4.508323883144636E11
-6.88381888501483E11	4.144951617077005E11
-7.111686575536699E11	3.7508936603057477E11
-7.333887754633878E11	3.344749212478375E11
-7.52519052294254E11	2.944978498651211E11
-7.678652839823998E11	2.5218275885750555E11
-7.825731653095494E11	2.084479276695825E11
-7.944083776108915E11	1.6601933726297485E11
-8.021349312519674E11	1.2171129096025414E11
-8.092726374875012E11	7.641518137429504E10
-8.132085905301304E11	3.2910554362539936E10
-8.132742394313212E11	-1.2400928133205893E10
-8.12807644668187E11	-5.779282967058029E10
-8.087245305395928E11	-1.0115563255842072E11
-8.012158518810055E11	-1.4620489215211703E11
-7.932174273339346E11	-1.9029496623117877E11
-7.811849621295485E11	-2.323476478158016E11
-7.663869188786271E11	-2.7578485823984125E11
-7.51009122551464E11	-3.1740765480954816E11
-7.315501660792744E11	-3.569542248836258E11
-7.096638695341772E11	-3.9736194226508386E11
-6.873030978907906E11	-4.3564742064328265E11
-6.612084912887268E11	-4.7137600653126E11
-6.32602723293233E11	-5.074265769316455E11
-6.037082363574934E11	-5.41579031512925E11
-5.721292760965635E11	-5.724094967550508E11
-5.374089497229015E11	-6.026664758133843E11
-5.024871853669988E11	-6.316834334777762E11
-4.6631032110517737E11	-6.570659819628018E11
-4.2680628851953186E11	-6.803376950191476E11
-3.866417054809209E11	-7.03014091056771E11
-3.464908114930729E11	-7.221973588882136E11
-3.035587866738243E11	-7.380667117343186E11
-2.594764087503659E11	-7.533899891818015E11
-2.163204444569642E11	-7.653834145462653E11
-1.7085261456562778E11	-7.735189377118881E11
-1.2450668034521672E11	-7.809918924688145E11
-7.960884249679865E10	-7.850104890362667E11
-3.2726876035902634E10	-7.850367279856718E11
1.428176793362534E10	-7.844147324112852E11
5.952295917783447E10	-7.799137853841035E11
1.0641489228279874E11	-7.716915101711776E11
1.5261949384569174E11	-7.627579559117045E11
1.9673777803448645E11	-7.497691598789598E11
2.4198990015950195E11	-7.332604956488608E11
2.860120371885043E11	-7.160543379284927E11
3.2745661088206573E11	-6.94950831692145E11
3.6933949709522906E11	-6.7034796782856E11
4.0987452304362946E11	-6.451092647685858E11
4.4716988850759814E11	-6.16732612047114E11
4.8382342626007874E11	-5.84571139272557E11
5.1951077667869995E11	-5.517105826985128E11
5.514559176841664E11	-5.1697825723880743E11
5.813146501405675E11	-4.7849747816647144E11
6.104978165887771E11	-4.3875136335053253E11
6.360529746311416E11	-3.985840803153904E11
6.581313437584182E11	-3.552467729668515E11
6.793172645591378E11	-3.1014967135930396E11
6.972941137387235E11	-2.6563945301143185E11
7.108731771515929E11	-2.187721113492393E11
7.232666581691315E11	-1.702353390807576E11
7.325648446140854E11	-1.229498275201814E11
7.37054253117631E11	-7.40451461488368E10
7.402868602483693E11	-2.39589587591402E10
7.402613567756476E11	2.425152121301055E10
7.354117716544252E11	7.344417601240009E10
7.292487657288344E11	1.2324063515637369E11
7.19927135891558E11	1.7054726238404495E11
7.058401522320067E11	2.1808479268364426E11
6.904159463828866E11	2.6577543235211612E11
6.722627411623069E11	3.104288303851086E11
6.49488528604383E11	3.54347014602296E11
6.25186962715894E11	3.981790029957045E11
5.990874045480142E11	4.3868866293767285E11
5.686471918785767E11	4.77199715706012E11
5.362942533670028E11	5.1540584154575555E11
5.031864560927344E11	5.505758755414904E11
4.665876847039327E11	5.822923812085786E11
4.275317519167645E11	6.133176251052922E11
3.884358721866577E11	6.418672891005739E11
3.471958066127757E11	6.660176674365487E11
3.031722967584407E11	6.88796299596918E11
